ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0006260	DNA replication	174/6193	260/17913	1.07494882837132e-26	6.6646827359022e-23	5.86243145241245e-23	ATG7/RTEL1/ATR/RAD9A/TONSL/BRCA1/POLD1/RMI1/PNKP/ING5/ATM/NASP/POLA2/ESCO1/RRM2/SAMHD1/FGFR1/SET/STAG2/EGFR/DHX9/POLD3/BAZ1A/TIPIN/TERF2/SLX4/ZRANB3/CHAF1B/SENP2/PDS5A/ANKRD17/POLH/LRWD1/RAC1/MCMDC2/CHTF18/RECQL4/ZMPSTE24/DBF4/CENPX/RECQL5/RPA3/RBBP4/GTPBP4/MCMBP/RBM14/POLE/LIG4/RFWD3/GINS3/RMI2/CDT1/POLI/USP37/PCNA/CHEK2/RFC1/MCM9/POLA1/BARD1/ATRIP/ORC5/NUCKS1/EXO1/RFC3/POLE2/INO80/TICRR/RAD51/ORC6/CDC6/RBBP8/GRWD1/MCM8/DONSON/CDC45/MCM5/SLBP/MCIDAS/RFC2/WRN/TTF1/TSPYL2/ZBTB38/CLSPN/CACYBP/CDK1/MCM10/DNA2/SMC3/CHEK1/TBRG1/RRM1/FAM111A/PRIM1/BRCA2/PCLAF/BLM/POLG/GINS2/RPA1/NT5M/CHAF1A/ORC2/MCM6/GEN1/SETMAR/TOPBP1/RAD1/RAD17/FBXO5/MMS22L/MCM3/MCM4/NBN/POLB/STOML2/RBBP7/MCM2/HRAS/SDE2/PURA/REV3L/CDC7/DTL/RPA2/ORC1/CENPS/KIN/FBH1/TWNK/WAPL/E2F8/FEN1/CDK2/E2F7/TIMELESS/RFC5/DDX11/DUT/RBBP6/MAP2K4/ALYREF/TNFAIP1/TOP3A/ATAD5/RPAIN/RNASEH2A/CCNE1/ETAA1/POLE4/UCN/CCDC88A/SMARCAL1/MGME1/GINS1/TREX1/RFC4/FBXW7/CCNA2/PRIMPOL/PPP2CA/RAD50/GMNN/WRNIP1/ORC3/MCM7/POLD2/CCNE2/ESCO2/DSCC1/POLE3/CDK9/SMC1A	174
BP	GO:0034660	ncRNA metabolic process	268/6193	470/17913	6.34434362213735e-24	1.96674652286258e-20	1.73000233191019e-20	NVL/BOP1/BRF1/UTP4/SMARCA4/PARN/NSUN6/AGO2/ERI1/PUS7/TRIT1/GTF3C1/TYW1/PRORP/MTREX/SNAPC4/ELAC1/WDR43/WDR4/CDKAL1/TUT1/PHAX/DHX37/ALKBH1/ADAT3/SRRT/LARS2/UTP6/NSUN4/TRMT61A/IMP3/DARS/ZBTB8OS/RPRD2/CTU2/THUMPD1/USP36/SARS2/KHSRP/METTL8/NOP58/SHQ1/PTCD1/DIS3L2/MPHOSPH6/DUS2/CAVIN1/USP14/SND1/INTS7/UTP11/PPA1/GTPBP4/WDR74/NABP2/TSEN54/GTF2F1/FARSB/PNPT1/POLR1B/DDX1/DALRD3/DIMT1/EEF1E1/HNRNPA2B1/ELP3/NOL6/EXOSC3/INTS11/TDRD1/TSEN34/RPAP2/UTP25/CELF3/PDCD11/ANKRD16/NARS2/PUS1/YARS2/GTF3A/SNAPC1/INTS14/MRM3/RPRD1A/TDRD12/FBL/GTF3C2/TP53RK/YBEY/PES1/RPP14/POLR2B/NOP14/WDR55/NSA2/GTF3C6/VARS2/BMT2/INTS9/UTP23/SNAPC3/NCBP1/TRMO/RC3H2/MTOR/DDX51/ADAT1/SIRT7/DDX17/NCBP2/TARS2/IARS2/TDRKH/RRNAD1/TRDMT1/BMS1/RPP30/PSTK/CLP1/PWP1/BCDIN3D/PA2G4/DDX47/DICER1/ANG/METTL3/DTD2/EXD1/GTF2A2/ELL3/ICE2/RPP25/POLR3K/NOL11/POLR2A/SENP3/RBFA/TRIR/FARSA/POP4/QTRT1/CD3EAP/NABP1/PRORSD1P/WDR75/TRMT6/NOP56/DGCR8/RRP9/POLR2H/METTL6/GATB/SEPSECS/AIMP1/GRSF1/ELL2/RARS/DROSHA/HARS/TAF11/RIOK1/RRP36/GTF2H5/AARS2/DUS4L/MRM2/MEPCE/EXOSC4/INTS8/MYBL1/POP1/CHD7/NOL8/URM1/TUT7/SPIN1/TRMT10B/GTF3C5/REXO4/LAGE3/DKC1/LAS1L/SUV39H1/INTS5/HRAS/NCL/ISG20L2/TRMT5/SNAPC5/PIH1D1/RPRD1B/ELP6/HEATR1/NOL9/INTS3/TOE1/HENMT1/AGO4/TAF13/EXOSC10/RRP15/PUS3/RPUSD4/TRPT1/POP5/TARBP2/METTL1/WBP11/DDX11/INTS13/GTF2F2/DIS3/FCF1/GTF2A1/NOP10/FAM98B/LCMT2/DIS3L/EXOSC6/FTSJ3/MRM1/UTP18/EIF4A3/METTL2A/GEMIN4/MARS2/TPRKB/POLR2D/TRMT61B/ZC3H8/MPHOSPH10/NIFK/SSB/IMP4/OSGEPL1/PRKRA/MOCS3/XRN2/RTCB/RRP7A/GTF2E1/TRMT10C/TRNT1/LSM6/TRMT10A/NFKB1/ZCCHC4/UTP3/LYAR/EXOSC9/FRG1/GAR1/H2AFY/WDR36/NSUN2/RIOK2/WDR46/BYSL/RPP40/TBP/METTL2B/DDX56/CPSF4/POP7/INTS10/CDK9/TEX10/TRMT2B	268
BP	GO:0006261	DNA-dependent DNA replication	97/6193	130/17913	1.0117664481285e-20	2.0909839927989e-17	1.83928490096623e-17	ATG7/RTEL1/TONSL/POLD1/PNKP/POLA2/SAMHD1/FGFR1/STAG2/POLD3/BAZ1A/TIPIN/TERF2/ZRANB3/SENP2/LRWD1/MCMDC2/CHTF18/ZMPSTE24/CENPX/RPA3/MCMBP/POLE/RFWD3/GINS3/CDT1/PCNA/CHEK2/RFC1/MCM9/POLA1/NUCKS1/RFC3/POLE2/INO80/TICRR/RAD51/CDC6/DONSON/MCM5/SLBP/RFC2/WRN/DNA2/SMC3/PRIM1/BRCA2/BLM/POLG/GINS2/RPA1/ORC2/MCM6/GEN1/SETMAR/FBXO5/MMS22L/MCM3/MCM4/NBN/POLB/STOML2/MCM2/PURA/REV3L/CDC7/RPA2/CENPS/FBH1/TWNK/E2F8/FEN1/CDK2/E2F7/RFC5/DDX11/ALYREF/ATAD5/RPAIN/CCNE1/ETAA1/POLE4/SMARCAL1/MGME1/GINS1/RFC4/FBXW7/PRIMPOL/GMNN/WRNIP1/MCM7/POLD2/CCNE2/DSCC1/POLE3/CDK9/SMC1A	97
BP	GO:0034470	ncRNA processing	176/6193	293/17913	2.64849711115634e-19	4.10517052229233e-16	3.61101671918448e-16	NVL/BOP1/UTP4/PARN/NSUN6/AGO2/ERI1/PUS7/TRIT1/TYW1/PRORP/MTREX/ELAC1/WDR43/WDR4/CDKAL1/TUT1/DHX37/ALKBH1/ADAT3/SRRT/UTP6/NSUN4/TRMT61A/IMP3/ZBTB8OS/CTU2/THUMPD1/USP36/METTL8/NOP58/SHQ1/PTCD1/MPHOSPH6/DUS2/USP14/INTS7/UTP11/GTPBP4/WDR74/TSEN54/DDX1/DIMT1/HNRNPA2B1/ELP3/NOL6/EXOSC3/INTS11/TSEN34/UTP25/PDCD11/ANKRD16/PUS1/MRM3/FBL/TP53RK/YBEY/PES1/RPP14/NOP14/WDR55/NSA2/BMT2/INTS9/UTP23/TRMO/DDX51/ADAT1/DDX17/RRNAD1/TRDMT1/BMS1/RPP30/CLP1/BCDIN3D/PA2G4/DDX47/DICER1/METTL3/RPP25/POLR3K/NOL11/SENP3/RBFA/POP4/QTRT1/WDR75/TRMT6/NOP56/DGCR8/RRP9/METTL6/GRSF1/DROSHA/RIOK1/RRP36/GTF2H5/DUS4L/MRM2/EXOSC4/INTS8/POP1/CHD7/NOL8/URM1/TUT7/TRMT10B/REXO4/LAGE3/DKC1/LAS1L/SUV39H1/INTS5/ISG20L2/TRMT5/ELP6/HEATR1/NOL9/INTS3/TOE1/AGO4/EXOSC10/RRP15/PUS3/RPUSD4/TRPT1/POP5/TARBP2/METTL1/WBP11/DIS3/FCF1/NOP10/FAM98B/LCMT2/EXOSC6/FTSJ3/MRM1/UTP18/EIF4A3/METTL2A/GEMIN4/TPRKB/TRMT61B/MPHOSPH10/SSB/IMP4/OSGEPL1/PRKRA/MOCS3/XRN2/RTCB/RRP7A/TRMT10C/TRNT1/LSM6/TRMT10A/ZCCHC4/UTP3/LYAR/EXOSC9/FRG1/GAR1/WDR36/NSUN2/RIOK2/WDR46/BYSL/RPP40/METTL2B/DDX56/CPSF4/POP7/INTS10/TEX10/TRMT2B	176
BP	GO:0006310	DNA recombination	150/6193	244/17913	6.07973942998391e-18	7.20919400521105e-15	6.34139798658717e-15	SPIDR/AP5Z1/RTEL1/RAD51B/BCL11B/TONSL/PRKDC/MORF4L1/BRCA1/SETX/ATM/XRCC3/MSH6/SAMHD1/POLQ/TFRC/POLN/SHLD1/PARP1/TERF2/SLX4/FUS/INO80E/RUVBL2/ZRANB3/RNF168/NSD2/MCMDC2/TEX15/YY1/C14orf39/CENPX/RECQL5/LEF1/RPA3/RBM14/NABP2/LIG4/RFWD3/PALB2/RAD51C/TFPT/CCDC155/SWSAP1/TSN/PPP4R2/THAP9/TRIP13/MCM9/PAXIP1/SMC5/EXOSC3/NONO/KPNA1/SWAP70/STAT6/FIGNL1/NUCKS1/EXO1/UCHL5/SUPV3L1/HMGB1/INO80/RAD51/RBBP8/XRCC1/RIF1/XRCC5/MCM8/XRCC6/ACTL6A/RAD54B/WRN/RUVBL1/CNTD1/SMCHD1/SFPQ/SHLD2/CHEK1/UBE2N/UNG/PARPBP/BRCA2/MLH3/BLM/FAN1/RAD51D/ZSWIM7/RPA1/WRAP53/IL27RA/NABP1/PSMD14/SMC6/GEN1/DCAF1/MLH1/HELQ/SMARCAD1/MMS22L/RNF8/XRCC2/NBN/POLB/SWI5/FOXP3/KLHL15/PGBD5/DCLRE1C/AP5S1/AUNIP/KDM1A/RPA2/CENPS/KIN/FBH1/NSMCE4A/NFRKB/H2AFX/KDM4D/FEN1/RAD51AP1/TIMELESS/MCRS1/EXD2/APEX1/NSMCE3/EXOSC6/PAGR1/PPP4C/PSMC3IP/KPNA2/ALYREF/SUPT6H/ATAD5/RPAIN/ACTR2/ACTR5/TREX1/PARP3/MAGEF1/UBE2B/MRNIP/XRCC4/RAD50/KLHDC3/RAD21/ENDOG/USP51/HMGB3	150
BP	GO:0006302	double-strand break repair	134/6193	211/17913	6.97663935988166e-18	7.20919400521105e-15	6.34139798658717e-15	SPIDR/PIAS4/AP5Z1/RTEL1/RAD51B/TONSL/PRKDC/MORF4L1/BRCA1/SETX/BABAM2/ATM/XRCC3/SPIRE2/SAMHD1/POLQ/POLN/SHLD1/PARP1/HERC2/SLX4/FUS/RNF168/NSD2/MCMDC2/TEX15/YY1/C14orf39/RECQL5/DEK/RPA3/NABP2/LIG4/RFWD3/PALB2/RAD51C/CCDC155/SWSAP1/GGN/DDX1/CHEK2/PPP4R2/TRIP13/MCM9/PAXIP1/UBE2V2/SMC5/POLA1/TNKS1BP1/BARD1/TRIP12/FIGNL1/NUCKS1/INO80/RAD51/MEIOC/RBBP8/XRCC1/RIF1/XRCC5/MCM8/XRCC6/HIST1H4H/RAD54B/WRN/SMCHD1/OGG1/SFPQ/DNA2/SLF2/SHLD2/CHEK1/UBE2N/ATP23/HIST4H4/PARPBP/BRCA2/BLM/FAN1/RAD51D/ZSWIM7/RPA1/WRAP53/NABP1/PSMD14/SMC6/GEN1/SETMAR/MLH1/HELQ/SMARCAD1/MMS22L/RNF8/MDC1/XRCC2/NBN/SWI5/VCP/KLHL15/DCLRE1C/APBB1/AP5S1/DTX3L/CYREN/AUNIP/KDM1A/RPA2/FBH1/H2AFX/KDM4D/FEN1/CDCA5/RAD51AP1/TIMELESS/DDX11/FOXM1/EXD2/TDP1/PPP4C/ACTR2/ACTR5/PARP3/MAGEF1/PARP9/SLF1/MRNIP/XRCC4/RAD50/HIST1H4J/TDP2/ESCO2/PAXX/USP51/BRCC3	134
BP	GO:0006403	RNA localization	132/6193	208/17913	1.34244424626502e-17	1.18902204669188e-14	1.04589528419535e-14	PARN/NUP153/MYO1C/ATR/THOC2/CCT3/NUP62/POM121/ATM/PRPF6/DDX39A/PHAX/BICD2/ZC3H11A/NUP88/G3BP2/KHDRBS1/SYMPK/DHX9/NUP58/TERF2/U2AF2/KHSRP/RUVBL2/NOP58/AGFG1/SHQ1/SENP2/CCT6A/POM121C/YY1/RFTN2/NMD3/RBM8A/SRSF11/ZNHIT6/HHEX/NUP107/IWS1/PNPT1/DHX36/RANBP17/SRSF3/NUP43/HNRNPA2B1/CKAP5/NXF1/PARP11/XPO1/FYTTD1/NDC1/SIDT2/CPSF6/CPSF2/SRSF5/DHX38/NUP85/FBL/SDAD1/SLBP/EIF4E/DCP2/NUP205/NCBP1/RUVBL1/ALKBH5/IGF2BP3/XPO7/ARC/NCBP2/NUP133/HNRNPU/TPR/SFPQ/CHTOP/MAGOHB/SARNP/DDX19A/THOC6/SMG1/WRAP53/SEH1L/RANBP2/HNRNPA3/SRSF6/RAE1/MCM3AP/TST/RFTN1/YTHDC1/CCT5/TCP1/NUP42/NUP188/UPF3B/DKC1/THOC5/MEX3D/PIH1D1/PURA/NUP214/SMG5/EXOSC10/UPF2/CCT2/UPF3A/PABPN1/SNUPN/NOP10/SRSF1/SRSF2/ALYREF/EIF4A3/SUPT6H/CPSF3/NUP35/SRSF7/SSB/NXT1/MX2/NUP50/RBM15B/TGFBR2/NUP54/SLU7/RIOK2/MRPL18/CPSF4/ENY2/GLE1/FMR1/NXT2	132
BP	GO:0031503	protein-containing complex localization	145/6193	238/17913	6.70850587497519e-17	5.19909205310577e-14	4.5732590708219e-14	NACC2/DLG2/SCRIB/NUP153/IFT140/CEP131/RELN/HIP1/WDR60/ATR/THOC2/DYNLL1/NUP62/CEP72/CEP112/POM121/ATM/DDX39A/ZC3H11A/RAP1A/NUP88/OPHN1/KLHL21/GPC6/DLG4/SYMPK/NUP58/IFT88/TERF2/NETO1/U2AF2/AGFG1/DAG1/POM121C/SNAP47/NMD3/RBM8A/SRSF11/HHEX/IFT81/NUP107/IFT43/SMAD7/IWS1/DLG1/SRSF3/NUP43/HNRNPA2B1/WDR34/IFT74/TUB/NXF1/XPO1/FYTTD1/EPS15/NDC1/CNIH2/CPSF2/TRIP11/SRSF5/DHX38/NUP85/TTC21B/SDAD1/SLBP/EIF4E/EZR/ICK/NUP205/MIOS/NCBP1/ALKBH5/TRAF3IP1/ARC/IFT172/NCBP2/SSNA1/NUP133/HNRNPU/TPR/SFPQ/CHTOP/DRD4/MAGOHB/GRIP1/SARNP/GRASP/EFNB2/THOC6/SMG1/SEH1L/RAB8A/RANBP2/SRSF6/RAE1/MCM3AP/IFT122/YTHDC1/NUP42/TTC26/NUP188/UPF3B/THOC5/MAPK10/HRAS/HSPB11/TCTEX1D2/PURA/NUP214/SMG5/SSX2IP/SNAPIN/ARL3/UPF2/MZT1/PABPN1/NPTN/VPS35/SRSF1/DYNLL2/SRSF2/BIRC5/HASPIN/ALYREF/EIF4A3/SUPT6H/CPSF3/NUP35/SRSF7/SSB/TTC30B/NXT1/RABL2B/NUP50/IFT27/RBM15B/NUP54/USP46/SLU7/RIOK2/IFT22/CPSF4/ENY2/GLE1/GRIPAP1	145
BP	GO:0015931	nucleobase-containing compound transport	136/6193	221/17913	1.88514454557064e-16	1.29865513139311e-13	1.14233144919316e-13	SLC25A33/NUP153/MYO1C/THOC2/NUP62/SLC35E2B/POM121/SLC35A3/DDX39A/PHAX/BICD2/ZC3H11A/NUP88/G3BP2/KHDRBS1/SYMPK/DHX9/NUP58/TERF2/U2AF2/KHSRP/SLC25A42/AGFG1/SENP2/SLC29A1/POM121C/RFTN2/NMD3/RBM8A/SRSF11/HHEX/NUP107/IWS1/PNPT1/RANBP17/SRSF3/NUP43/RIPK1/HNRNPA2B1/CKAP5/NXF1/PARP11/XPO1/SLC25A17/FYTTD1/ABCD1/NDC1/SLC29A3/SIDT2/SLC29A2/CPSF6/CPSF2/SRSF5/DHX38/NUP85/SDAD1/SLBP/EIF4E/NUP205/NCBP1/ALKBH5/IGF2BP3/XPO7/ARC/NCBP2/NUP133/HNRNPU/TPR/SFPQ/SLC35E2A/CHTOP/MAGOHB/SARNP/SLC35E3/DDX19A/THOC6/SMG1/SLC35B1/SLC25A19/SEH1L/RANBP2/HNRNPA3/SRSF6/RAE1/MCM3AP/TST/RFTN1/SLC35A5/YTHDC1/NUP42/NUP188/UPF3B/THOC5/SLC35E4/SLC25A24/PURA/NUP214/SMG5/SLC35D1/UPF2/P2RX7/UPF3A/PABPN1/SNUPN/SRSF1/SRSF2/ALYREF/EIF4A3/SUPT6H/CPSF3/NUP35/SRSF7/SSB/NXT1/MX2/NUP50/RBM15B/SLC33A1/TGFBR2/NUP54/SLC25A4/SLC35A4/SLU7/RIOK2/SLC35A1/MRPL18/SLC35B3/SLC35B4/CPSF4/ENY2/SLC25A32/GLE1/GJB1/FMR1/SLC35A2/NXT2	136
BP	GO:0000724	double-strand break repair via homologous recombination	79/6193	108/17913	2.75020707308722e-16	1.70512838531408e-13	1.49987608901736e-13	SPIDR/AP5Z1/RTEL1/RAD51B/TONSL/MORF4L1/BRCA1/ATM/XRCC3/SAMHD1/POLQ/POLN/SHLD1/PARP1/SLX4/FUS/MCMDC2/TEX15/YY1/RECQL5/RPA3/NABP2/RFWD3/PALB2/RAD51C/CCDC155/SWSAP1/PPP4R2/MCM9/SMC5/FIGNL1/NUCKS1/INO80/RAD51/RBBP8/XRCC1/RIF1/MCM8/RAD54B/SMCHD1/SFPQ/SHLD2/CHEK1/UBE2N/PARPBP/BRCA2/BLM/FAN1/RAD51D/ZSWIM7/RPA1/WRAP53/NABP1/PSMD14/SMC6/GEN1/HELQ/MMS22L/XRCC2/NBN/SWI5/KLHL15/AP5S1/AUNIP/KDM1A/RPA2/FBH1/H2AFX/KDM4D/FEN1/RAD51AP1/TIMELESS/EXD2/PPP4C/ACTR2/MAGEF1/MRNIP/RAD50/USP51	79
